,jid,spg_number,spg_symbol,formula,formation_energy_peratom,func,optb88vdw_bandgap
16325,JVASP-101647,225,Fm-3m,HoPd2Pb,-0.72185,OptB88vdW,0
16326,JVASP-2901,63,Cmcm,RbAuS,-0.8456,OptB88vdW,2.173
16327,JVASP-100650,141,I4_1/amd,LiInO2,-1.88329,OptB88vdW,2.039
16328,JVASP-96966,125,P4/nbm,K3NaSn3Se8,-0.81321,OptB88vdW,1.322
16329,JVASP-100186,194,P6_3/mmc,In3Pb,0.01938,OptB88vdW,0
16330,JVASP-103303,225,Fm-3m,Sc2CoPt,-0.86175,OptB88vdW,0
16331,JVASP-99921,123,P4/mmm,ThUS2,-1.67636,OptB88vdW,0
16332,JVASP-103117,115,P-4m2,Cd3FeS4,-0.5285,OptB88vdW,0
16333,JVASP-49798,1,P1,Li2CuPO4,-2.09695,OptB88vdW,1.577
16334,JVASP-19910,123,P4/mmm,CoPt,-0.07007,OptB88vdW,0
16335,JVASP-101697,8,Cm,Rb5Bi4,-0.4467,OptB88vdW,0
16336,JVASP-99593,225,Fm-3m,K2YAuF6,-2.85747,OptB88vdW,1.256
16337,JVASP-99971,187,P-6m2,LaMnAlNi3,-0.36642,OptB88vdW,0
16338,JVASP-99834,194,P6_3/mmc,PmDy3,0.01869,OptB88vdW,0
16339,JVASP-99505,38,Amm2,SbPbS2,-0.3202,OptB88vdW,0
16340,JVASP-100332,123,P4/mmm,Ti2AlCr,-0.25412,OptB88vdW,0
16341,JVASP-101540,221,Pm-3m,BaEuO3,-3.54525,OptB88vdW,0
16342,JVASP-103538,59,Pmmn,CrClO,-1.67097,OptB88vdW,0.496
16343,JVASP-18557,164,P-3m1,Sc2C,-0.50408,OptB88vdW,0
16344,JVASP-15710,139,I4/mmm,SrSb2Pd2,-0.73665,OptB88vdW,0
16345,JVASP-100077,225,Fm-3m,K3SbI6,-0.94869,OptB88vdW,2.441
16346,JVASP-100784,10,P2/m,YbHo2Se4,-2.00704,OptB88vdW,1.089
16347,JVASP-101407,225,Fm-3m,Lu2TlZn,-0.30479,OptB88vdW,0
16348,JVASP-3522,122,I-42d,ZnCl2,-1.16173,OptB88vdW,3.94
16349,JVASP-99334,167,R-3c,KU2P3O12,-2.73645,OptB88vdW,0
16350,JVASP-51021,148,R-3,GaH3O3,-1.37653,OptB88vdW,4.13
16351,JVASP-102282,225,Fm-3m,Li2CaAl,-0.20838,OptB88vdW,0
16352,JVASP-102874,225,Fm-3m,K2HgAsCl6,-1.0998,OptB88vdW,0
16353,JVASP-100239,139,I4/mmm,Th3Hg,-0.00614,OptB88vdW,0
16354,JVASP-92735,139,I4/mmm,SmSi2Ir2,-0.86222,OptB88vdW,0
16355,JVASP-96911,61,Pbca,AgIO3,-0.36668,OptB88vdW,2.244
16356,JVASP-18628,107,I4mm,BaSn3Pt,-0.69915,OptB88vdW,0
16357,JVASP-99879,123,P4/mmm,ErIn5Rh,-0.38208,OptB88vdW,0
16358,JVASP-102211,191,P6/mmm,DyCu5,-0.21547,OptB88vdW,0
16359,JVASP-103045,166,R-3m,Tb2Co3Ni,-0.29842,OptB88vdW,0
16360,JVASP-18795,221,Pm-3m,TbTl,-0.36641,OptB88vdW,0
16361,JVASP-100486,225,Fm-3m,Er2MgTc,-0.06761,OptB88vdW,0
16362,JVASP-11954,229,Im-3m,Mg13Al14,0.03805,OptB88vdW,0
16363,JVASP-28891,156,P3m1,Te2MoW3Se6,-0.40633,OptB88vdW,0.659
16364,JVASP-100028,123,P4/mmm,Ce2InAg,-0.23756,OptB88vdW,0
16365,JVASP-15569,139,I4/mmm,ThCr2Si2,-0.35288,OptB88vdW,0
16366,JVASP-100999,189,P-62m,MgAg5,-0.12315,OptB88vdW,0
16367,JVASP-14890,71,Immm,CoB2W2,-0.41259,OptB88vdW,0
16368,JVASP-99549,139,I4/mmm,YbZn2Si2,-0.33423,OptB88vdW,0
16369,JVASP-101479,225,Fm-3m,KNa2AlF6,-3.17585,OptB88vdW,5.338
16370,JVASP-52274,123,P4/mmm,CaCdO2,-2.24207,OptB88vdW,0.538
16371,JVASP-102159,225,Fm-3m,Ba2SmTaO6,-3.36753,OptB88vdW,3.415
16372,JVASP-99681,225,Fm-3m,K2LiSmCl6,-2.15592,OptB88vdW,4.896
16373,JVASP-99406,166,R-3m,Hf2Al3Ag,-0.34788,OptB88vdW,0
16374,JVASP-100942,164,P-3m1,NiI2O6,-0.28029,OptB88vdW,0
16375,JVASP-100285,65,Cmmm,PrCo5H4,-0.08697,OptB88vdW,0
16376,JVASP-100831,12,C2/m,HoGePd,-0.90966,OptB88vdW,0
16377,JVASP-100546,123,P4/mmm,SmEuS2,-2.17568,OptB88vdW,0
16378,JVASP-100148,194,P6_3/mmc,AsPb3,0.1046,OptB88vdW,0
16379,JVASP-97031,129,P4/nmm,LaFeAsO,-1.94245,OptB88vdW,0
16380,JVASP-15615,221,Pm-3m,BaIrO3,-1.69185,OptB88vdW,0
16381,JVASP-1948,216,F-43m,CuBr,-0.27283,OptB88vdW,0.632
16382,JVASP-101103,166,R-3m,Tb2Al3Pt,-0.8203,OptB88vdW,0
16383,JVASP-101599,225,Fm-3m,Pm2AgOs,-0.25215,OptB88vdW,0
16384,JVASP-99789,194,P6_3/mmc,GeAu3,0.07695,OptB88vdW,0
16385,JVASP-100670,11,P2_1/m,SmHO2,-2.73747,OptB88vdW,4.016
16386,JVASP-102964,139,I4/mmm,NaSn3,-0.12153,OptB88vdW,0
16387,JVASP-100373,164,P-3m1,Mn2NiO3,-1.17668,OptB88vdW,0.103
16388,JVASP-2670,82,I-4,Al2CdTe4,-0.49783,OptB88vdW,1.669
16389,JVASP-100426,123,P4/mmm,BaSrTi2O6,-3.38097,OptB88vdW,1.776
16390,JVASP-19893,225,Fm-3m,HoTe,-1.27826,OptB88vdW,0
16391,JVASP-100078,225,Fm-3m,K3AlBr6,-1.51743,OptB88vdW,3.529
16392,JVASP-48349,166,R-3m,Li4MnFe3O8,-1.83773,OptB88vdW,0
16393,JVASP-100785,160,R3m,Yb2NiSb2,-0.7489,OptB88vdW,0
16394,JVASP-99454,166,R-3m,NaSbN2,0.03795,OptB88vdW,1.578
16395,JVASP-99744,194,P6_3/mmc,EuH2,-0.45411,OptB88vdW,0
16396,JVASP-101217,187,P-6m2,CePdPt4,-0.71642,OptB88vdW,0
16397,JVASP-107853,225,Fm-3m,Rb2AgAuF6,-1.92362,OptB88vdW,0
16398,JVASP-18714,139,I4/mmm,ZrGa3,-0.44993,OptB88vdW,0
16399,JVASP-100739,194,P6_3/mmc,MnAu3,-0.00671,OptB88vdW,0
16400,JVASP-15206,139,I4/mmm,YSi2Rh2,-1.07317,OptB88vdW,0
16401,JVASP-100871,8,Cm,YAgSe2,-1.26518,OptB88vdW,0.688
16402,JVASP-101048,63,Cmcm,YPRu2C,-0.70518,OptB88vdW,0
16403,JVASP-99922,21,C222,TiCr2Si6,-0.23613,OptB88vdW,0
16404,JVASP-100240,225,Fm-3m,Ti2FeOs,-0.61415,OptB88vdW,0
16405,JVASP-3957,225,Fm-3m,Rb2PtI6,-0.83094,OptB88vdW,0.424
16406,JVASP-101751,187,P-6m2,Ag3Ge,0.0897,OptB88vdW,0
16407,JVASP-100608,12,C2/m,Mg2Sc,-0.00474,OptB88vdW,0
16408,JVASP-103304,225,Fm-3m,Sc2CuPd,-0.63019,OptB88vdW,0
16409,JVASP-99835,221,Pm-3m,PmTh3,0.0484,OptB88vdW,0
16410,JVASP-99594,225,Fm-3m,Na2YCuBr6,-1.32035,OptB88vdW,1.63
16411,JVASP-14573,225,Fm-3m,UC,-0.25701,OptB88vdW,0
16412,JVASP-101408,194,P6_3/mmc,Na3Ga,-0.02045,OptB88vdW,0
16413,JVASP-99880,186,P6_3mc,Dy2NiAs2,-1.27265,OptB88vdW,0
16414,JVASP-50956,15,C2/c,BaSrI4,-1.78957,OptB88vdW,2.834
16415,JVASP-100651,119,I-4m2,LaFeSi2Rh,-0.81612,OptB88vdW,0
16416,JVASP-101541,194,P6_3/mmc,Ba3La,0.09738,OptB88vdW,0
16417,JVASP-102334,74,Imma,HoCoRu,-0.33721,OptB88vdW,0
16418,JVASP-99506,164,P-3m1,Mo3C2,0.00366,OptB88vdW,0
16419,JVASP-99974,65,Cmmm,LaAl2Ag3,-0.36249,OptB88vdW,0
16420,JVASP-18668,216,F-43m,NbCoSn,0.67449,OptB88vdW,0
16421,JVASP-99638,194,P6_3/mmc,Ni3Se,0.12405,OptB88vdW,0
16422,JVASP-99550,123,P4/mmm,U2AsSe,-0.74076,OptB88vdW,0
16423,JVASP-15018,191,P6/mmm,ThFe5,-0.07341,OptB88vdW,0
16424,JVASP-42462,63,Cmcm,Mn2O3F,-1.8449,OptB88vdW,0
16425,JVASP-100029,187,P-6m2,BiSbPd2,-0.33657,OptB88vdW,0
16426,JVASP-103119,164,P-3m1,CeCdIn,-0.31987,OptB88vdW,0
16427,JVASP-100487,225,Fm-3m,Eu2TlIn,-0.45214,OptB88vdW,0
16428,JVASP-102102,65,Cmmm,AlWO4,-2.7545,OptB88vdW,0
16429,JVASP-102212,164,P-3m1,DyCdIn,-0.39747,OptB88vdW,0
16430,JVASP-102161,216,F-43m,ZrTaCo4,-0.2726,OptB88vdW,0
16431,JVASP-96912,14,P2_1/c,KSb2F7,-2.61182,OptB88vdW,4.189
16432,JVASP-99682,225,Fm-3m,Na2EuCuCl6,-1.61221,OptB88vdW,1.486
16433,JVASP-100832,166,R-3m,Hg2TeSe,0.10683,OptB88vdW,0
16434,JVASP-100187,221,Pm-3m,KYO3,-2.10613,OptB88vdW,0
16435,JVASP-101698,12,C2/m,PrAlZn,-0.47684,OptB88vdW,0
16436,JVASP-101461,12,C2/m,HoGaAu,-0.81023,OptB88vdW,0
16437,JVASP-101160,65,Cmmm,LiMg,-0.08681,OptB88vdW,0
16438,JVASP-15120,221,Pm-3m,Cr3GaN,-0.29609,OptB88vdW,0
16439,JVASP-101480,225,Fm-3m,Li3GaF6,-2.83593,OptB88vdW,5.931
16440,JVASP-15754,63,Cmcm,YbSb2,-0.67728,OptB88vdW,0
16441,JVASP-103539,58,Pnnm,W2C,-0.3842,OptB88vdW,0
16442,JVASP-99407,146,R3,Ga3Co4Ge,-0.19295,OptB88vdW,0
16443,JVASP-99341,129,P4/nmm,CeAsS,-1.67383,OptB88vdW,0
16444,JVASP-100149,221,Pm-3m,BaErO3,-3.0126,OptB88vdW,0
16445,JVASP-100671,221,Pm-3m,RbAuCl3,-1.0299,OptB88vdW,0
16446,JVASP-99790,225,Fm-3m,HoErMg2,-0.05596,OptB88vdW,0
16447,JVASP-2433,139,I4/mmm,Ca4P2O,-1.87803,OptB88vdW,1.269
16448,JVASP-102965,221,Pm-3m,Nd3Lu,0.00866,OptB88vdW,0
16449,JVASP-1612,166,R-3m,NaLuS2,-2.01603,OptB88vdW,2.432
16450,JVASP-100334,1,P1,TeSe,-0.01745,OptB88vdW,0.413
16451,JVASP-100786,166,R-3m,Yb2Fe3Cu,-0.08687,OptB88vdW,0
16452,JVASP-100079,225,Fm-3m,K2LiEuCl6,-2.16677,OptB88vdW,4.96
16453,JVASP-47636,136,P4_2/mnm,Na3CuO3,-1.31472,OptB88vdW,1.154
16454,JVASP-15570,225,Fm-3m,TiAlCo2,-0.6362,OptB88vdW,0
16455,JVASP-101218,123,P4/mmm,Ce2SbTe,-1.30193,OptB88vdW,0
16456,JVASP-100241,225,Fm-3m,Ti2RuRh,-0.73935,OptB88vdW,0
16457,JVASP-18796,139,I4/mmm,V4Zn5,-0.04814,OptB88vdW,0
16458,JVASP-107854,225,Fm-3m,Rb2AlCuF6,-2.97288,OptB88vdW,1.355
16459,JVASP-99923,166,R-3m,TePb2S,-0.50615,OptB88vdW,0.76
16460,JVASP-97032,129,P4/nmm,LaFePO,-2.10085,OptB88vdW,0
16461,JVASP-102875,225,Fm-3m,K2TlCuBr6,-0.99029,OptB88vdW,0
16462,JVASP-99595,225,Fm-3m,K2RbBiI6,-0.97212,OptB88vdW,2.778
16463,JVASP-3960,225,Fm-3m,Rb2PdCl6,-1.27055,OptB88vdW,1.091
16464,JVASP-103306,139,I4/mmm,Sm3Cd,-0.12053,OptB88vdW,0
16465,JVASP-4083,14,P2_1/c,ClF,-0.37725,OptB88vdW,2.092
16466,JVASP-1201,216,F-43m,CuCl,-0.43344,OptB88vdW,0.729
16467,JVASP-101602,139,I4/mmm,Pm3Ho,0.00457,OptB88vdW,0
16468,JVASP-99836,225,Fm-3m,PmYIr2,-0.82309,OptB88vdW,0
16469,JVASP-100652,187,P-6m2,LaFeGe,-0.40135,OptB88vdW,0
16470,JVASP-103401,200,Pm-3,V6GeOs,-0.32134,OptB88vdW,0
16471,JVASP-21209,229,Im-3m,W,0,OptB88vdW,0
16472,JVASP-52989,164,P-3m1,Sr3Mn4O12,-2.19655,OptB88vdW,0.001
16473,JVASP-51190,225,Fm-3m,ReRuCl2,1.27718,OptB88vdW,0
16474,JVASP-100740,225,Fm-3m,NaAg2Sn,-0.11822,OptB88vdW,0
16475,JVASP-103218,216,F-43m,NaCaH6Ir,-0.57187,OptB88vdW,3.537
16476,JVASP-99977,148,R-3,La2GaCoO6,-2.69433,OptB88vdW,0.614
16477,JVASP-99881,189,P-62m,DyMnGa,-0.18403,OptB88vdW,0
16478,JVASP-107855,225,Fm-3m,Na2LiTlCl6,-1.29118,OptB88vdW,1.548
16479,JVASP-101700,187,P-6m2,NdFeGe,-0.40426,OptB88vdW,0
16480,JVASP-100287,216,F-43m,SmNiBi,-0.70869,OptB88vdW,0.248
16481,JVASP-100833,160,R3m,HfZr2UC4,-0.80616,OptB88vdW,0
16482,JVASP-103047,164,P-3m1,Ta3N,-0.51906,OptB88vdW,0
16483,JVASP-101049,225,Fm-3m,Sr2PrNbO6,-3.08749,OptB88vdW,2.94
16484,JVASP-102103,225,Fm-3m,AcHgTe2,-0.82897,OptB88vdW,0
16485,JVASP-101648,164,P-3m1,NiSn2Au,-0.23259,OptB88vdW,0
16486,JVASP-99791,225,Fm-3m,HoTmRu2,-0.44704,OptB88vdW,0
16487,JVASP-99408,166,R-3m,CeTh,0.01446,OptB88vdW,0
16488,JVASP-102163,166,R-3m,ZrNbN2,-1.50756,OptB88vdW,0
16489,JVASP-15616,139,I4/mmm,HoMn2Ge2,-0.44319,OptB88vdW,0
16490,JVASP-99508,187,P-6m2,InSn3,0.05956,OptB88vdW,0
16491,JVASP-100030,38,Amm2,Ca2GaAg,-0.42965,OptB88vdW,0
16492,JVASP-102335,187,P-6m2,HoCo4Cu,-0.15412,OptB88vdW,0
16493,JVASP-100672,225,Fm-3m,Na2AgAuBr6,-0.64569,OptB88vdW,0
16494,JVASP-101481,225,Fm-3m,K3GaF6,-2.96382,OptB88vdW,5.998
16495,JVASP-100427,107,I4mm,BiPbIO2,-1.21967,OptB88vdW,1.845
16496,JVASP-2673,82,I-4,Al2HgTe4,-0.36632,OptB88vdW,1.116
16497,JVASP-11955,59,Pmmn,NbNi3,-0.31075,OptB88vdW,0
16498,JVASP-100547,4,P2_1,SiPN3,-0.71187,OptB88vdW,4.54
16499,JVASP-103590,225,Fm-3m,Cd2RhAu,-0.12161,OptB88vdW,0
16500,JVASP-103120,216,F-43m,Be4FeGe,-0.04733,OptB88vdW,0
16501,JVASP-100374,216,F-43m,Mn2GaRh,-0.21484,OptB88vdW,0
16502,JVASP-103540,167,R-3c,MnF3,-2.52254,OptB88vdW,0.05
16503,JVASP-52838,7,Pc,LiH3Se2O6,-1.09827,OptB88vdW,4.279
16504,JVASP-102966,221,Pm-3m,Pa3Hg,0.18734,OptB88vdW,0
16505,JVASP-103308,221,Pm-3m,SrEu3,0.145,OptB88vdW,0
16506,JVASP-99745,215,P-43m,CoCu3HgSe4,-0.04054,OptB88vdW,0
16507,JVASP-13963,14,P2_1/c,ScOF,-3.92817,OptB88vdW,4.586
16508,JVASP-16232,194,P6_3/mmc,Nb2CS,-0.83944,OptB88vdW,0
16509,JVASP-96913,14,P2_1/c,BaP3Pt2,-0.89643,OptB88vdW,0.207
16510,JVASP-15207,139,I4/mmm,ThCr2Ge2,-0.25583,OptB88vdW,0
16511,JVASP-103651,194,P6_3/mmc,SiIr2,-0.25039,OptB88vdW,0
16512,JVASP-15458,216,F-43m,MnSbRh,-0.17,OptB88vdW,0
16513,JVASP-100243,221,Pm-3m,YbPtO3,-1.51064,OptB88vdW,0
16514,JVASP-18669,140,I4/mcm,Sc2Co,-0.31035,OptB88vdW,0
16515,JVASP-101104,123,P4/mmm,Tb2InAg,-0.42964,OptB88vdW,0
16516,JVASP-14981,139,I4/mmm,HfAl3,-0.38948,OptB88vdW,0
16517,JVASP-96968,29,Pca2_1,C4SO2,-0.061,OptB88vdW,1.28
16518,JVASP-20103,225,Fm-3m,LaSe,-2.06569,OptB88vdW,0
16519,JVASP-101409,139,I4/mmm,Na3Zn,0.02047,OptB88vdW,0
16520,JVASP-100741,221,Pm-3m,MoPbO3,-1.74672,OptB88vdW,0
16521,JVASP-99551,44,Imm2,Th2Si3Ru,-0.73007,OptB88vdW,0.002
16522,JVASP-100150,225,Fm-3m,Yb3Ba,0.04251,OptB88vdW,0
16523,JVASP-100489,225,Fm-3m,Ho2ZnPt,-0.87307,OptB88vdW,0
16524,JVASP-100872,12,C2/m,Ho2Mo2C3,-0.42557,OptB88vdW,0
16525,JVASP-107856,225,Fm-3m,Na2TlCuF6,-2.06988,OptB88vdW,0
16526,JVASP-102283,139,I4/mmm,Li3Ni,-0.00774,OptB88vdW,0
16527,JVASP-99683,225,Fm-3m,Na2IrAuF6,-1.59321,OptB88vdW,0.374
16528,JVASP-101463,82,I-4,GaCuGeSe4,-0.38835,OptB88vdW,0.702
16529,JVASP-101220,164,P-3m1,Ce2UO6,-3.74711,OptB88vdW,0
16530,JVASP-13865,194,P6_3/mmc,PrB3,-0.0214,OptB88vdW,0
16531,JVASP-42158,63,Cmcm,LiMnSiO4,-2.37447,OptB88vdW,0
16532,JVASP-100188,225,Fm-3m,Li2CeGa,-0.15406,OptB88vdW,0
16533,JVASP-99978,42,Fmm2,KRb2WO3F3,-2.68509,OptB88vdW,3.029
16534,JVASP-101603,139,I4/mmm,Pm3Tm,0.00545,OptB88vdW,0
16535,JVASP-4495,164,P-3m1,Nb2CS2,-0.93901,OptB88vdW,0
16536,JVASP-101161,123,P4/mmm,LiHoS2,-1.95884,OptB88vdW,0.314
16537,JVASP-103221,139,I4/mmm,Ac3Zn,0.03009,OptB88vdW,0
16538,JVASP-100787,71,Immm,VW2C3,-0.04115,OptB88vdW,0
16539,JVASP-101701,115,P-4m2,Nd2FeSb4,-0.66103,OptB88vdW,0
16540,JVASP-102213,156,P3m1,Dy2Ga3Ni,-0.64897,OptB88vdW,0
16541,JVASP-1534,166,R-3m,CrAuS2,-0.55603,OptB88vdW,0.442
16542,JVASP-99924,123,P4/mmm,ThUMn4Si4,-0.4194,OptB88vdW,0
16543,JVASP-18797,191,P6/mmm,YZn5,-0.29832,OptB88vdW,0
16544,JVASP-18472,65,Cmmm,CeSi2Re4,-0.41306,OptB88vdW,0
16545,JVASP-99639,225,Fm-3m,Pm2AlGa,-0.48188,OptB88vdW,0
16546,JVASP-100080,225,Fm-3m,Li3AlF6,-3.24541,OptB88vdW,6.85
16547,JVASP-99409,59,Pmmn,Ba2CaN2,-0.58421,OptB88vdW,0
16548,JVASP-100654,187,P-6m2,La2FeSi3,-0.51578,OptB88vdW,0
16549,JVASP-1951,225,Fm-3m,NaBr,-1.68273,OptB88vdW,4.404
16550,JVASP-100032,141,I4_1/amd,Bi2Te,-0.05098,OptB88vdW,0
16551,JVASP-1615,166,R-3m,KSmTe2,-1.48267,OptB88vdW,1.256
16552,JVASP-101000,12,C2/m,MgGe,-0.15065,OptB88vdW,0
16553,JVASP-100673,225,Fm-3m,K2LiSbI6,-0.9459,OptB88vdW,1.772
16554,JVASP-43114,164,P-3m1,Li2FeO2,-1.62465,OptB88vdW,0
16555,JVASP-99509,83,P4/m,Hf5ScSi4,-0.71766,OptB88vdW,0
16556,JVASP-100609,139,I4/mmm,MgGe3,0.11926,OptB88vdW,0
16557,JVASP-102876,225,Fm-3m,Rb2AlHgF6,-2.86639,OptB88vdW,0
16558,JVASP-97033,129,P4/nmm,LiFeAs,-0.46988,OptB88vdW,0
16559,JVASP-101649,216,F-43m,ScBiPd,-0.8352,OptB88vdW,0.183
16560,JVASP-101482,225,Fm-3m,K3PdF6,-2.35337,OptB88vdW,0
16561,JVASP-102164,12,C2/m,YNiGe,-0.75656,OptB88vdW,0
16562,JVASP-99837,63,Cmcm,Pr2Mg,-0.05861,OptB88vdW,0
16563,JVASP-100290,225,Fm-3m,LiCa2Ge,-0.46046,OptB88vdW,0
16564,JVASP-101106,166,R-3m,TaVC2,-0.54205,OptB88vdW,0
16565,JVASP-100335,187,P-6m2,TcNi,0.06753,OptB88vdW,0
16566,JVASP-101410,225,Fm-3m,PrEuAg2,-0.31392,OptB88vdW,0
16567,JVASP-101050,127,P4/mbm,Tb2MgCu2,-0.29555,OptB88vdW,0
16568,JVASP-100189,225,Fm-3m,Yb3K,0.16405,OptB88vdW,0
16569,JVASP-100834,139,I4/mmm,HfNb4CN4,-1.07665,OptB88vdW,0
16570,JVASP-18593,87,I4/m,ScAg4,-0.22198,OptB88vdW,0
16571,JVASP-2754,164,P-3m1,SrCd2P2,-0.65435,OptB88vdW,0.725
16572,JVASP-100743,225,Fm-3m,Nb2TcOs,-0.25664,OptB88vdW,0
16573,JVASP-100244,221,Pm-3m,Tl3Sb,-0.00536,OptB88vdW,0
16574,JVASP-103403,123,P4/mmm,TlBiF4,-2.33117,OptB88vdW,3.543
16575,JVASP-99684,225,Fm-3m,Na2LuAgCl6,-1.63709,OptB88vdW,2.789
16576,JVASP-99456,5,C2,FeAs2O7,-1.12886,OptB88vdW,0.033
16577,JVASP-99596,194,P6_3/mmc,AlRhO3,-2.06147,OptB88vdW,1.77
16578,JVASP-107857,225,Fm-3m,Na2CuBiF6,-2.1739,OptB88vdW,0.498
16579,JVASP-100151,225,Fm-3m,Ca2HgGe,-0.63402,OptB88vdW,0.006
16580,JVASP-48356,5,C2,Cr4CuO12,-1.6746,OptB88vdW,0
16581,JVASP-11956,221,Pm-3m,AlNi,-0.66282,OptB88vdW,0
16582,JVASP-99793,221,Pm-3m,KNpO3,-3.00602,OptB88vdW,0
16583,JVASP-100943,215,P-43m,MgGaCu3Se4,-0.3347,OptB88vdW,0
16584,JVASP-103311,225,Fm-3m,Tb2RuRh,-0.64301,OptB88vdW,0
16585,JVASP-102336,156,P3m1,InGa3N4,-0.37988,OptB88vdW,0.592
16586,JVASP-102104,63,Cmcm,Ac2Mg,-0.04078,OptB88vdW,0
16587,JVASP-100428,187,P-6m2,BaAlSn,-0.54367,OptB88vdW,0
16588,JVASP-100375,123,P4/mmm,LiHoSe2,-1.69656,OptB88vdW,0.172
16589,JVASP-102971,12,C2/m,Pr2Mg,-0.05418,OptB88vdW,0
16590,JVASP-101464,187,P-6m2,Fe3Ge2,-0.05284,OptB88vdW,0
16591,JVASP-99746,160,R3m,CoSI,-0.14435,OptB88vdW,0
16592,JVASP-50723,12,C2/m,Li5CuF6,-2.74534,OptB88vdW,1.92
16593,JVASP-101752,119,I-4m2,Ag2BiSbTe4,-0.08041,OptB88vdW,0
16594,JVASP-100788,164,P-3m1,VCrGeC,-0.28603,OptB88vdW,0
16595,JVASP-100081,225,Fm-3m,K3TaCl6,-1.6087,OptB88vdW,0
16596,JVASP-18880,191,P6/mmm,TaMn2O3,-1.1215,OptB88vdW,0
16597,JVASP-103541,139,I4/mmm,Sr2Fe2Se2OF2,-2.13089,OptB88vdW,0
16598,JVASP-14982,225,Fm-3m,NpO2,-3.51031,OptB88vdW,0
16599,JVASP-100674,225,Fm-3m,K2NaSbCl6,-1.54606,OptB88vdW,3.165
16600,JVASP-101221,71,Immm,Ce2ThO6,-3.87607,OptB88vdW,1.825
16601,JVASP-15755,187,P-6m2,OsC,0.89994,OptB88vdW,0
16602,JVASP-96916,221,Pm-3m,CaHg11,0.1684,OptB88vdW,0
16603,JVASP-100548,166,R-3m,PdPt,-0.03899,OptB88vdW,0
16604,JVASP-15237,225,Fm-3m,HfGaCo2,-0.48951,OptB88vdW,0
16605,JVASP-101605,139,I4/mmm,PmY3,0.00659,OptB88vdW,0
16606,JVASP-15501,139,I4/mmm,TlCu2Se2,-0.25468,OptB88vdW,0
16607,JVASP-99979,123,P4/mmm,InSb,0.04793,OptB88vdW,0
16608,JVASP-102878,225,Fm-3m,K2AgSbBr6,-1.02738,OptB88vdW,0.814
16609,JVASP-100493,225,Fm-3m,LiPr2Al,-0.20225,OptB88vdW,0
16610,JVASP-14574,225,Fm-3m,ErSe,-1.75609,OptB88vdW,0
16611,JVASP-99882,139,I4/mmm,ErP2Pd2,-0.8723,OptB88vdW,0
16612,JVASP-50479,62,Pnma,SmDyO3,-3.70103,OptB88vdW,4.728
16613,JVASP-107858,225,Fm-3m,K2NaTaCl6,-1.63877,OptB88vdW,0
16614,JVASP-100610,221,Pm-3m,YbNa3,0.09943,OptB88vdW,0
16615,JVASP-99510,166,R-3m,Er2Fe3Cu,-0.14566,OptB88vdW,0
16616,JVASP-15323,216,F-43m,MnSbPd,-0.01848,OptB88vdW,0
16617,JVASP-100033,225,Fm-3m,BaSrMo2O6,-2.64512,OptB88vdW,0
16618,JVASP-101702,147,P-3,NaU2Cl6,-1.69203,OptB88vdW,0
16619,JVASP-102284,225,Fm-3m,LiDy2Tl,-0.20494,OptB88vdW,0
16620,JVASP-100873,161,R3c,YbBiO3,-2.16228,OptB88vdW,0
16621,JVASP-99640,194,P6_3/mmc,Pr3In,-0.27563,OptB88vdW,0
16622,JVASP-99925,166,R-3m,TcPt,-0.04295,OptB88vdW,0
16623,JVASP-99838,225,Fm-3m,Pr2MgAl,-0.26453,OptB88vdW,0
16624,JVASP-103121,10,P2/m,CaTi2S4,-1.73127,OptB88vdW,0
16625,JVASP-2337,122,I-42d,ZnSnP2,-0.21399,OptB88vdW,0.586
16626,JVASP-1561,166,R-3m,NaScO2,-3.10092,OptB88vdW,4.037
16627,JVASP-97034,129,P4/nmm,MgFeGe,-0.20916,OptB88vdW,0
16628,JVASP-100245,221,Pm-3m,TlAu3,0.11201,OptB88vdW,0
16629,JVASP-44728,8,Cm,V2Cr3Sb3O16,-1.8318,OptB88vdW,0
16630,JVASP-15682,139,I4/mmm,LuNi2B2C,-0.55944,OptB88vdW,0
16631,JVASP-103593,194,P6_3/mmc,CdHg3,0.18855,OptB88vdW,0
16632,JVASP-99343,173,P6_3,Na3YH12C3O15,-1.52074,OptB88vdW,5.074
16633,JVASP-44376,186,P6_3mc,Li2Fe3SbO8,-1.66558,OptB88vdW,0.025
16634,JVASP-3963,12,C2/m,K2PdF4,-2.32207,OptB88vdW,1.965
16635,JVASP-15460,139,I4/mmm,NdScGe,-0.74017,OptB88vdW,0
16636,JVASP-99457,225,Fm-3m,KNa2RhF6,-2.29217,OptB88vdW,2.242
16637,JVASP-100944,215,P-43m,MgCrCu3Se4,-0.3798,OptB88vdW,0
16638,JVASP-101484,225,Fm-3m,K3LaCl6,-2.15087,OptB88vdW,4.399
16639,JVASP-101109,123,P4/mmm,TaTiN2,-1.49611,OptB88vdW,0
16640,JVASP-100789,65,Cmmm,UNb,0.18731,OptB88vdW,0
16641,JVASP-101051,225,Fm-3m,Tl3CrF6,-2.27229,OptB88vdW,1.732
16642,JVASP-99794,139,I4/mmm,KCa3,0.15082,OptB88vdW,0
16643,JVASP-103404,10,P2/m,Tl2BiSbTe4,-0.26971,OptB88vdW,0.29
16644,JVASP-100190,225,Fm-3m,LaPrIr2,-0.66732,OptB88vdW,0
